texto_para_embedding
"Relatório de Operações: Na semana de 25-06-2010, a Loja 1 teve um faturamento de $1,422,711.60. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.1°C, combustível custando $2.653, inflação (CPI) na marca de 211.3386526 e taxa de desemprego de 7.808%."
"Relatório de Operações: Na semana de 02-07-2010, a Loja 1 teve um faturamento de $1,492,418.14. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.2°C, combustível custando $2.669, inflação (CPI) na marca de 211.2235333 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 09-07-2010, a Loja 1 teve um faturamento de $1,546,074.18. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.9°C, combustível custando $2.642, inflação (CPI) na marca de 211.108414 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 16-07-2010, a Loja 1 teve um faturamento de $1,448,938.92. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.4°C, combustível custando $2.623, inflação (CPI) na marca de 211.1003854 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 23-07-2010, a Loja 1 teve um faturamento de $1,385,065.20. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.5°C, combustível custando $2.608, inflação (CPI) na marca de 211.2351443 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 30-07-2010, a Loja 1 teve um faturamento de $1,371,986.60. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.7°C, combustível custando $2.64, inflação (CPI) na marca de 211.3699032 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 06-08-2010, a Loja 1 teve um faturamento de $1,605,491.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.6°C, combustível custando $2.627, inflação (CPI) na marca de 211.5046621 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 13-08-2010, a Loja 1 teve um faturamento de $1,508,237.76. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.6°C, combustível custando $2.692, inflação (CPI) na marca de 211.6394211 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 20-08-2010, a Loja 1 teve um faturamento de $1,513,080.49. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.4°C, combustível custando $2.664, inflação (CPI) na marca de 211.6033633 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 27-08-2010, a Loja 1 teve um faturamento de $1,449,142.92. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.6°C, combustível custando $2.619, inflação (CPI) na marca de 211.5673056 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 03-09-2010, a Loja 1 teve um faturamento de $1,540,163.53. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.3°C, combustível custando $2.577, inflação (CPI) na marca de 211.5312479 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 10-09-2010, a Loja 1 teve um faturamento de $1,507,460.69. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.9°C, combustível custando $2.565, inflação (CPI) na marca de 211.4951902 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 17-09-2010, a Loja 1 teve um faturamento de $1,430,378.67. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.8°C, combustível custando $2.582, inflação (CPI) na marca de 211.5224596 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 24-09-2010, a Loja 1 teve um faturamento de $1,351,791.03. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 27.2°C, combustível custando $2.624, inflação (CPI) na marca de 211.5972246 e taxa de desemprego de 7.787%."
"Relatório de Operações: Na semana de 01-10-2010, a Loja 1 teve um faturamento de $1,453,329.50. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 22.2°C, combustível custando $2.603, inflação (CPI) na marca de 211.6719895 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 08-10-2010, a Loja 1 teve um faturamento de $1,508,239.93. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 17.7°C, combustível custando $2.633, inflação (CPI) na marca de 211.7467544 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 15-10-2010, a Loja 1 teve um faturamento de $1,459,409.10. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.5°C, combustível custando $2.72, inflação (CPI) na marca de 211.8137436 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 22-10-2010, a Loja 1 teve um faturamento de $1,345,454.00. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.0°C, combustível custando $2.725, inflação (CPI) na marca de 211.8612937 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 29-10-2010, a Loja 1 teve um faturamento de $1,384,209.22. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.9°C, combustível custando $2.716, inflação (CPI) na marca de 211.9088438 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 05-11-2010, a Loja 1 teve um faturamento de $1,551,659.28. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 14.9°C, combustível custando $2.689, inflação (CPI) na marca de 211.9563939 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 12-11-2010, a Loja 1 teve um faturamento de $1,494,479.49. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 15.3°C, combustível custando $2.728, inflação (CPI) na marca de 212.003944 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 19-11-2010, a Loja 1 teve um faturamento de $1,483,784.18. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 10.8°C, combustível custando $2.771, inflação (CPI) na marca de 211.8896737 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 26-11-2010, a Loja 1 teve um faturamento de $1,955,624.11. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 18.1°C, combustível custando $2.735, inflação (CPI) na marca de 211.7484333 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 03-12-2010, a Loja 1 teve um faturamento de $1,548,033.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.6°C, combustível custando $2.708, inflação (CPI) na marca de 211.607193 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 10-12-2010, a Loja 1 teve um faturamento de $1,682,614.26. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 8.0°C, combustível custando $2.843, inflação (CPI) na marca de 211.4659526 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 17-12-2010, a Loja 1 teve um faturamento de $1,891,034.93. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.9°C, combustível custando $2.869, inflação (CPI) na marca de 211.4053124 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 24-12-2010, a Loja 1 teve um faturamento de $2,387,950.20. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 11.3°C, combustível custando $2.886, inflação (CPI) na marca de 211.4051222 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 31-12-2010, a Loja 1 teve um faturamento de $1,367,320.01. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.1°C, combustível custando $2.943, inflação (CPI) na marca de 211.4049321 e taxa de desemprego de 7.838%."
"Relatório de Operações: Na semana de 07-01-2011, a Loja 1 teve um faturamento de $1,444,732.28. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 9.0°C, combustível custando $2.976, inflação (CPI) na marca de 211.4047419 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 14-01-2011, a Loja 1 teve um faturamento de $1,391,013.96. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 1.9°C, combustível custando $2.983, inflação (CPI) na marca de 211.4574109 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 21-01-2011, a Loja 1 teve um faturamento de $1,327,405.42. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 6.7°C, combustível custando $3.016, inflação (CPI) na marca de 211.8272343 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 28-01-2011, a Loja 1 teve um faturamento de $1,316,899.31. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 6.6°C, combustível custando $3.01, inflação (CPI) na marca de 212.1970577 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 04-02-2011, a Loja 1 teve um faturamento de $1,606,629.58. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 5.7°C, combustível custando $2.989, inflação (CPI) na marca de 212.5668812 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 11-02-2011, a Loja 1 teve um faturamento de $1,649,614.93. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 2.4°C, combustível custando $3.022, inflação (CPI) na marca de 212.9367046 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 18-02-2011, a Loja 1 teve um faturamento de $1,686,842.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 14.1°C, combustível custando $3.045, inflação (CPI) na marca de 213.2478853 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 25-02-2011, a Loja 1 teve um faturamento de $1,456,800.28. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 17.2°C, combustível custando $3.065, inflação (CPI) na marca de 213.535609 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 04-03-2011, a Loja 1 teve um faturamento de $1,636,263.41. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 15.3°C, combustível custando $3.288, inflação (CPI) na marca de 213.8233327 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 11-03-2011, a Loja 1 teve um faturamento de $1,553,191.63. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 12.0°C, combustível custando $3.459, inflação (CPI) na marca de 214.1110564 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 18-03-2011, a Loja 1 teve um faturamento de $1,576,818.06. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 17.1°C, combustível custando $3.488, inflação (CPI) na marca de 214.3627114 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 25-03-2011, a Loja 1 teve um faturamento de $1,541,102.38. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.1°C, combustível custando $3.473, inflação (CPI) na marca de 214.5999389 e taxa de desemprego de 7.742%."
"Relatório de Operações: Na semana de 01-04-2011, a Loja 1 teve um faturamento de $1,495,064.75. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 15.1°C, combustível custando $3.524, inflação (CPI) na marca de 214.8371664 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 08-04-2011, a Loja 1 teve um faturamento de $1,614,259.35. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.9°C, combustível custando $3.622, inflação (CPI) na marca de 215.0743939 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 15-04-2011, a Loja 1 teve um faturamento de $1,559,889.00. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 21.8°C, combustível custando $3.743, inflação (CPI) na marca de 215.2918561 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 22-04-2011, a Loja 1 teve um faturamento de $1,564,819.81. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 22.8°C, combustível custando $3.807, inflação (CPI) na marca de 215.4599053 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 29-04-2011, a Loja 1 teve um faturamento de $1,455,090.69. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 22.2°C, combustível custando $3.81, inflação (CPI) na marca de 215.6279544 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 06-05-2011, a Loja 1 teve um faturamento de $1,629,391.28. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 18.1°C, combustível custando $3.906, inflação (CPI) na marca de 215.7960035 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 13-05-2011, a Loja 1 teve um faturamento de $1,604,775.58. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 24.2°C, combustível custando $3.899, inflação (CPI) na marca de 215.9640526 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 20-05-2011, a Loja 1 teve um faturamento de $1,428,218.27. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.8°C, combustível custando $3.907, inflação (CPI) na marca de 215.7339202 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 27-05-2011, a Loja 1 teve um faturamento de $1,466,046.67. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 25.4°C, combustível custando $3.786, inflação (CPI) na marca de 215.5037878 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 03-06-2011, a Loja 1 teve um faturamento de $1,635,078.41. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.3°C, combustível custando $3.699, inflação (CPI) na marca de 215.2736553 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 10-06-2011, a Loja 1 teve um faturamento de $1,588,948.32. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.4°C, combustível custando $3.648, inflação (CPI) na marca de 215.0435229 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 17-06-2011, a Loja 1 teve um faturamento de $1,532,114.86. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.2°C, combustível custando $3.637, inflação (CPI) na marca de 214.9980596 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 24-06-2011, a Loja 1 teve um faturamento de $1,438,830.15. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 28.7°C, combustível custando $3.594, inflação (CPI) na marca de 215.0910982 e taxa de desemprego de 7.682%."
"Relatório de Operações: Na semana de 01-07-2011, a Loja 1 teve um faturamento de $1,488,538.09. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.8°C, combustível custando $3.524, inflação (CPI) na marca de 215.1841368 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 08-07-2011, a Loja 1 teve um faturamento de $1,534,849.64. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.9°C, combustível custando $3.48, inflação (CPI) na marca de 215.2771754 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 15-07-2011, a Loja 1 teve um faturamento de $1,455,119.97. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 31.4°C, combustível custando $3.575, inflação (CPI) na marca de 215.3611087 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 22-07-2011, a Loja 1 teve um faturamento de $1,396,926.82. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 29.9°C, combustível custando $3.651, inflação (CPI) na marca de 215.4222784 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 29-07-2011, a Loja 1 teve um faturamento de $1,352,219.79. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 30.5°C, combustível custando $3.682, inflação (CPI) na marca de 215.4834482 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 05-08-2011, a Loja 1 teve um faturamento de $1,624,383.75. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 33.1°C, combustível custando $3.684, inflação (CPI) na marca de 215.544618 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 12-08-2011, a Loja 1 teve um faturamento de $1,525,147.09. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 32.6°C, combustível custando $3.638, inflação (CPI) na marca de 215.6057878 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 19-08-2011, a Loja 1 teve um faturamento de $1,530,761.43. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 32.2°C, combustível custando $3.554, inflação (CPI) na marca de 215.6693107 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 26-08-2011, a Loja 1 teve um faturamento de $1,464,693.46. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 31.1°C, combustível custando $3.523, inflação (CPI) na marca de 215.7332258 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 02-09-2011, a Loja 1 teve um faturamento de $1,550,229.22. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 31.0°C, combustível custando $3.533, inflação (CPI) na marca de 215.7971409 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 09-09-2011, a Loja 1 teve um faturamento de $1,540,471.24. Foi uma semana de feriado geral. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 24.4°C, combustível custando $3.546, inflação (CPI) na marca de 215.861056 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 16-09-2011, a Loja 1 teve um faturamento de $1,514,259.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.6°C, combustível custando $3.526, inflação (CPI) na marca de 216.0410526 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 23-09-2011, a Loja 1 teve um faturamento de $1,380,020.27. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 24.3°C, combustível custando $3.467, inflação (CPI) na marca de 216.3758246 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 30-09-2011, a Loja 1 teve um faturamento de $1,394,561.83. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 26.5°C, combustível custando $3.355, inflação (CPI) na marca de 216.7105965 e taxa de desemprego de 7.962%."
"Relatório de Operações: Na semana de 07-10-2011, a Loja 1 teve um faturamento de $1,630,989.95. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 20.7°C, combustível custando $3.285, inflação (CPI) na marca de 217.0453684 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 14-10-2011, a Loja 1 teve um faturamento de $1,493,525.93. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 22.1°C, combustível custando $3.274, inflação (CPI) na marca de 217.3552733 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 21-10-2011, a Loja 1 teve um faturamento de $1,502,562.78. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 17.6°C, combustível custando $3.353, inflação (CPI) na marca de 217.5159762 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 28-10-2011, a Loja 1 teve um faturamento de $1,445,249.09. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 19.2°C, combustível custando $3.372, inflação (CPI) na marca de 217.6766791 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 04-11-2011, a Loja 1 teve um faturamento de $1,697,229.58. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 12.8°C, combustível custando $3.332, inflação (CPI) na marca de 217.837382 e taxa de desemprego de 7.866%."
"Relatório de Operações: Na semana de 11-11-2011, a Loja 1 teve um faturamento de $1,594,938.89. Foi uma semana comercial comum, sem feriados. Fatores macroeconômicos e climáticos da região nesta semana: Temperatura média de 15.1°C, combustível custando $3.297, inflação (CPI) na marca de 217.9980849 e taxa de desemprego de 7.866%."
